surveyTargetID	surveyTargetValue	surveyTargetValueID	surveyTargetType	includeOrExclude
58-2-231413-4-3	unknown	http://vocab.nerc.ac.uk/collection/S11/current/S1152/	lifeStage	Include
58-2-231417-1-1	female	http://vocab.nerc.ac.uk/collection/S10/current/S105/	sex	Include
58-2-231417-1-1	adult	http://vocab.nerc.ac.uk/collection/S11/current/S1116/	lifeStage	Include
58-2-231417-1-2	male	http://vocab.nerc.ac.uk/collection/S10/current/S103/	sex	Include
58-2-231417-1-2	adult	http://vocab.nerc.ac.uk/collection/S11/current/S1116/	lifeStage	Include
58-2-231417-1-3	indeterminate	http://vocab.nerc.ac.uk/collection/S10/current/S105/	sex	Include
58-2-231417-1-3	adult	http://vocab.nerc.ac.uk/collection/S11/current/S1116/	lifeStage	Include
58-2-231417-2-1	female	http://vocab.nerc.ac.uk/collection/S10/current/S105/	sex	Include
58-2-231417-2-1	juvenile	http://vocab.nerc.ac.uk/collection/S11/current/S1127/	lifeStage	Include
58-2-231417-2-2	male	http://vocab.nerc.ac.uk/collection/S10/current/S103/	sex	Include
58-2-231417-2-2	juvenile	http://vocab.nerc.ac.uk/collection/S11/current/S1127/	lifeStage	Include
58-2-231417-2-3	indeterminate	http://vocab.nerc.ac.uk/collection/S10/current/S105/	sex	Include
58-2-231417-2-3	juvenile	http://vocab.nerc.ac.uk/collection/S11/current/S1127/	lifeStage	Include
58-2-231417-3-3	indeterminate	http://vocab.nerc.ac.uk/collection/S10/current/S105/	sex	Include
58-2-231417-3-3	pup	http://vocab.nerc.ac.uk/collection/S11/current/S1157/	lifeStage	Include
58-2-231417-4-3	indeterminate	http://vocab.nerc.ac.uk/collection/S10/current/S105/	sex	Include
58-2-231417-4-3	unknown	http://vocab.nerc.ac.uk/collection/S11/current/S1152/	lifeStage	Include
58-2-195932-1-1	female	http://vocab.nerc.ac.uk/collection/S10/current/S105/	sex	Include
58-2-195932-1-1	adult	http://vocab.nerc.ac.uk/collection/S11/current/S1116/	lifeStage	Include
58-2-195932-1-2	male	http://vocab.nerc.ac.uk/collection/S10/current/S103/	sex	Include
58-2-195932-1-2	adult	http://vocab.nerc.ac.uk/collection/S11/current/S1116/	lifeStage	Include
58-2-195932-1-3	indeterminate	http://vocab.nerc.ac.uk/collection/S10/current/S105/	sex	Include
58-2-195932-1-3	adult	http://vocab.nerc.ac.uk/collection/S11/current/S1116/	lifeStage	Include
58-2-195932-2-1	female	http://vocab.nerc.ac.uk/collection/S10/current/S105/	sex	Include
58-2-195932-2-1	juvenile	http://vocab.nerc.ac.uk/collection/S11/current/S1127/	lifeStage	Include
58-2-195932-2-2	male	http://vocab.nerc.ac.uk/collection/S10/current/S103/	sex	Include
58-2-195932-2-2	juvenile	http://vocab.nerc.ac.uk/collection/S11/current/S1127/	lifeStage	Include
58-2-195932-2-3	indeterminate	http://vocab.nerc.ac.uk/collection/S10/current/S105/	sex	Include
58-2-195932-2-3	juvenile	http://vocab.nerc.ac.uk/collection/S11/current/S1127/	lifeStage	Include
58-2-195932-3-3	indeterminate	http://vocab.nerc.ac.uk/collection/S10/current/S105/	sex	Include
58-2-195932-3-3	pup	http://vocab.nerc.ac.uk/collection/S11/current/S1157/	lifeStage	Include
58-2-195932-4-3	indeterminate	http://vocab.nerc.ac.uk/collection/S10/current/S105/	sex	Include
58-2-195932-4-3	unknown	http://vocab.nerc.ac.uk/collection/S11/current/S1152/	lifeStage	Include
59-1-344008-1-1	female	http://vocab.nerc.ac.uk/collection/S10/current/S105/	sex	Include
59-1-344008-1-1	adult	http://vocab.nerc.ac.uk/collection/S11/current/S1116/	lifeStage	Include
59-1-344008-1-2	male	http://vocab.nerc.ac.uk/collection/S10/current/S103/	sex	Include
59-1-344008-1-2	adult	http://vocab.nerc.ac.uk/collection/S11/current/S1116/	lifeStage	Include
59-1-344008-1-3	indeterminate	http://vocab.nerc.ac.uk/collection/S10/current/S105/	sex	Include
59-1-344008-1-3	adult	http://vocab.nerc.ac.uk/collection/S11/current/S1116/	lifeStage	Include
59-1-344008-2-1	female	http://vocab.nerc.ac.uk/collection/S10/current/S105/	sex	Include
59-1-344008-2-1	juvenile	http://vocab.nerc.ac.uk/collection/S11/current/S1127/	lifeStage	Include
59-1-344008-2-2	male	http://vocab.nerc.ac.uk/collection/S10/current/S103/	sex	Include
59-1-344008-2-2	juvenile	http://vocab.nerc.ac.uk/collection/S11/current/S1127/	lifeStage	Include
59-1-344008-2-3	indeterminate	http://vocab.nerc.ac.uk/collection/S10/current/S105/	sex	Include
59-1-344008-2-3	juvenile	http://vocab.nerc.ac.uk/collection/S11/current/S1127/	lifeStage	Include
59-1-344008-3-3	indeterminate	http://vocab.nerc.ac.uk/collection/S10/current/S105/	sex	Include
59-1-344008-3-3	pup	http://vocab.nerc.ac.uk/collection/S11/current/S1157/	lifeStage	Include
59-1-344008-4-3	indeterminate	http://vocab.nerc.ac.uk/collection/S10/current/S105/	sex	Include
59-1-344008-4-3	unknown	http://vocab.nerc.ac.uk/collection/S11/current/S1152/	lifeStage	Include
59-1-231413-1-1	female	http://vocab.nerc.ac.uk/collection/S10/current/S105/	sex	Include
59-1-231413-1-1	adult	http://vocab.nerc.ac.uk/collection/S11/current/S1116/	lifeStage	Include
59-1-231413-1-2	male	http://vocab.nerc.ac.uk/collection/S10/current/S103/	sex	Include
59-1-231413-1-2	adult	http://vocab.nerc.ac.uk/collection/S11/current/S1116/	lifeStage	Include
59-1-231413-1-3	indeterminate	http://vocab.nerc.ac.uk/collection/S10/current/S105/	sex	Include
59-1-231413-1-3	adult	http://vocab.nerc.ac.uk/collection/S11/current/S1116/	lifeStage	Include
59-1-231413-2-1	female	http://vocab.nerc.ac.uk/collection/S10/current/S105/	sex	Include
59-1-231413-2-1	juvenile	http://vocab.nerc.ac.uk/collection/S11/current/S1127/	lifeStage	Include
59-1-231413-2-2	male	http://vocab.nerc.ac.uk/collection/S10/current/S103/	sex	Include
59-1-231413-2-2	juvenile	http://vocab.nerc.ac.uk/collection/S11/current/S1127/	lifeStage	Include
59-1-231413-2-3	indeterminate	http://vocab.nerc.ac.uk/collection/S10/current/S105/	sex	Include
59-1-231413-2-3	juvenile	http://vocab.nerc.ac.uk/collection/S11/current/S1127/	lifeStage	Include
59-1-231413-3-3	indeterminate	http://vocab.nerc.ac.uk/collection/S10/current/S105/	sex	Include
59-1-231413-3-3	pup	http://vocab.nerc.ac.uk/collection/S11/current/S1157/	lifeStage	Include
59-1-231413-4-3	indeterminate	http://vocab.nerc.ac.uk/collection/S10/current/S105/	sex	Include
59-1-231413-4-3	unknown	http://vocab.nerc.ac.uk/collection/S11/current/S1152/	lifeStage	Include
59-1-231417-1-1	female	http://vocab.nerc.ac.uk/collection/S10/current/S105/	sex	Include
59-1-231417-1-1	adult	http://vocab.nerc.ac.uk/collection/S11/current/S1116/	lifeStage	Include
59-1-231417-1-2	male	http://vocab.nerc.ac.uk/collection/S10/current/S103/	sex	Include
59-1-231417-1-2	adult	http://vocab.nerc.ac.uk/collection/S11/current/S1116/	lifeStage	Include
59-1-231417-1-3	indeterminate	http://vocab.nerc.ac.uk/collection/S10/current/S105/	sex	Include
59-1-231417-1-3	adult	http://vocab.nerc.ac.uk/collection/S11/current/S1116/	lifeStage	Include
59-1-231417-2-1	female	http://vocab.nerc.ac.uk/collection/S10/current/S105/	sex	Include
59-1-231417-2-1	juvenile	http://vocab.nerc.ac.uk/collection/S11/current/S1127/	lifeStage	Include
59-1-231417-2-2	male	http://vocab.nerc.ac.uk/collection/S10/current/S103/	sex	Include
59-1-231417-2-2	juvenile	http://vocab.nerc.ac.uk/collection/S11/current/S1127/	lifeStage	Include
59-1-231417-2-3	indeterminate	http://vocab.nerc.ac.uk/collection/S10/current/S105/	sex	Include
59-1-231417-2-3	juvenile	http://vocab.nerc.ac.uk/collection/S11/current/S1127/	lifeStage	Include
59-1-231417-3-3	indeterminate	http://vocab.nerc.ac.uk/collection/S10/current/S105/	sex	Include
59-1-231417-3-3	pup	http://vocab.nerc.ac.uk/collection/S11/current/S1157/	lifeStage	Include
59-1-231417-4-3	indeterminate	http://vocab.nerc.ac.uk/collection/S10/current/S105/	sex	Include
59-1-231417-4-3	unknown	http://vocab.nerc.ac.uk/collection/S11/current/S1152/	lifeStage	Include
59-1-195932-1-1	female	http://vocab.nerc.ac.uk/collection/S10/current/S105/	sex	Include
59-1-195932-1-1	adult	http://vocab.nerc.ac.uk/collection/S11/current/S1116/	lifeStage	Include
59-1-195932-1-2	male	http://vocab.nerc.ac.uk/collection/S10/current/S103/	sex	Include
59-1-195932-1-2	adult	http://vocab.nerc.ac.uk/collection/S11/current/S1116/	lifeStage	Include
59-1-195932-1-3	indeterminate	http://vocab.nerc.ac.uk/collection/S10/current/S105/	sex	Include
59-1-195932-1-3	adult	http://vocab.nerc.ac.uk/collection/S11/current/S1116/	lifeStage	Include
59-1-195932-2-1	female	http://vocab.nerc.ac.uk/collection/S10/current/S105/	sex	Include
59-1-195932-2-1	juvenile	http://vocab.nerc.ac.uk/collection/S11/current/S1127/	lifeStage	Include
59-1-195932-2-2	male	http://vocab.nerc.ac.uk/collection/S10/current/S103/	sex	Include
59-1-195932-2-2	juvenile	http://vocab.nerc.ac.uk/collection/S11/current/S1127/	lifeStage	Include
59-1-195932-2-3	indeterminate	http://vocab.nerc.ac.uk/collection/S10/current/S105/	sex	Include
59-1-195932-2-3	juvenile	http://vocab.nerc.ac.uk/collection/S11/current/S1127/	lifeStage	Include
59-1-195932-3-3	indeterminate	http://vocab.nerc.ac.uk/collection/S10/current/S105/	sex	Include
59-1-195932-3-3	pup	http://vocab.nerc.ac.uk/collection/S11/current/S1157/	lifeStage	Include
59-1-195932-4-3	indeterminate	http://vocab.nerc.ac.uk/collection/S10/current/S105/	sex	Include
59-1-195932-4-3	unknown	http://vocab.nerc.ac.uk/collection/S11/current/S1152/	lifeStage	Include
59-2-344008-1-1	female	http://vocab.nerc.ac.uk/collection/S10/current/S105/	sex	Include
59-2-344008-1-1	adult	http://vocab.nerc.ac.uk/collection/S11/current/S1116/	lifeStage	Include
59-2-344008-1-2	male	http://vocab.nerc.ac.uk/collection/S10/current/S103/	sex	Include
59-2-344008-1-2	adult	http://vocab.nerc.ac.uk/collection/S11/current/S1116/	lifeStage	Include
59-2-344008-1-3	indeterminate	http://vocab.nerc.ac.uk/collection/S10/current/S105/	sex	Include
59-2-344008-1-3	adult	http://vocab.nerc.ac.uk/collection/S11/current/S1116/	lifeStage	Include
59-2-344008-2-1	female	http://vocab.nerc.ac.uk/collection/S10/current/S105/	sex	Include
59-2-344008-2-1	juvenile	http://vocab.nerc.ac.uk/collection/S11/current/S1127/	lifeStage	Include
59-2-344008-2-2	male	http://vocab.nerc.ac.uk/collection/S10/current/S103/	sex	Include
59-2-344008-2-2	juvenile	http://vocab.nerc.ac.uk/collection/S11/current/S1127/	lifeStage	Include
59-2-344008-2-3	indeterminate	http://vocab.nerc.ac.uk/collection/S10/current/S105/	sex	Include
59-2-344008-2-3	juvenile	http://vocab.nerc.ac.uk/collection/S11/current/S1127/	lifeStage	Include
59-2-344008-3-3	indeterminate	http://vocab.nerc.ac.uk/collection/S10/current/S105/	sex	Include
59-2-344008-3-3	pup	http://vocab.nerc.ac.uk/collection/S11/current/S1157/	lifeStage	Include
59-2-344008-4-3	indeterminate	http://vocab.nerc.ac.uk/collection/S10/current/S105/	sex	Include
59-2-344008-4-3	unknown	http://vocab.nerc.ac.uk/collection/S11/current/S1152/	lifeStage	Include
59-2-231413-1-1	female	http://vocab.nerc.ac.uk/collection/S10/current/S105/	sex	Include
59-2-231413-1-1	adult	http://vocab.nerc.ac.uk/collection/S11/current/S1116/	lifeStage	Include
59-2-231413-1-2	male	http://vocab.nerc.ac.uk/collection/S10/current/S103/	sex	Include
59-2-231413-1-2	adult	http://vocab.nerc.ac.uk/collection/S11/current/S1116/	lifeStage	Include
59-2-231413-1-3	indeterminate	http://vocab.nerc.ac.uk/collection/S10/current/S105/	sex	Include
59-2-231413-1-3	adult	http://vocab.nerc.ac.uk/collection/S11/current/S1116/	lifeStage	Include
59-2-231413-2-1	female	http://vocab.nerc.ac.uk/collection/S10/current/S105/	sex	Include
59-2-231413-2-1	juvenile	http://vocab.nerc.ac.uk/collection/S11/current/S1127/	lifeStage	Include
59-2-231413-2-2	male	http://vocab.nerc.ac.uk/collection/S10/current/S103/	sex	Include
59-2-231413-2-2	juvenile	http://vocab.nerc.ac.uk/collection/S11/current/S1127/	lifeStage	Include
59-2-231413-2-3	indeterminate	http://vocab.nerc.ac.uk/collection/S10/current/S105/	sex	Include
59-2-231413-2-3	juvenile	http://vocab.nerc.ac.uk/collection/S11/current/S1127/	lifeStage	Include
59-2-231413-3-3	indeterminate	http://vocab.nerc.ac.uk/collection/S10/current/S105/	sex	Include
59-2-231413-3-3	pup	http://vocab.nerc.ac.uk/collection/S11/current/S1157/	lifeStage	Include
59-2-231413-4-3	indeterminate	http://vocab.nerc.ac.uk/collection/S10/current/S105/	sex	Include
59-2-231413-4-3	unknown	http://vocab.nerc.ac.uk/collection/S11/current/S1152/	lifeStage	Include
59-2-231417-1-1	female	http://vocab.nerc.ac.uk/collection/S10/current/S105/	sex	Include
59-2-231417-1-1	adult	http://vocab.nerc.ac.uk/collection/S11/current/S1116/	lifeStage	Include
59-2-231417-1-2	male	http://vocab.nerc.ac.uk/collection/S10/current/S103/	sex	Include
59-2-231417-1-2	adult	http://vocab.nerc.ac.uk/collection/S11/current/S1116/	lifeStage	Include
59-2-231417-1-3	indeterminate	http://vocab.nerc.ac.uk/collection/S10/current/S105/	sex	Include
59-2-231417-1-3	adult	http://vocab.nerc.ac.uk/collection/S11/current/S1116/	lifeStage	Include
59-2-231417-2-1	female	http://vocab.nerc.ac.uk/collection/S10/current/S105/	sex	Include
59-2-231417-2-1	juvenile	http://vocab.nerc.ac.uk/collection/S11/current/S1127/	lifeStage	Include
59-2-231417-2-2	male	http://vocab.nerc.ac.uk/collection/S10/current/S103/	sex	Include
59-2-231417-2-2	juvenile	http://vocab.nerc.ac.uk/collection/S11/current/S1127/	lifeStage	Include
59-2-231417-2-3	indeterminate	http://vocab.nerc.ac.uk/collection/S10/current/S105/	sex	Include
59-2-231417-2-3	juvenile	http://vocab.nerc.ac.uk/collection/S11/current/S1127/	lifeStage	Include
59-2-231417-3-3	indeterminate	http://vocab.nerc.ac.uk/collection/S10/current/S105/	sex	Include
59-2-231417-3-3	pup	http://vocab.nerc.ac.uk/collection/S11/current/S1157/	lifeStage	Include
59-2-231417-4-3	indeterminate	http://vocab.nerc.ac.uk/collection/S10/current/S105/	sex	Include
59-2-231417-4-3	unknown	http://vocab.nerc.ac.uk/collection/S11/current/S1152/	lifeStage	Include
59-2-195932-1-1	female	http://vocab.nerc.ac.uk/collection/S10/current/S105/	sex	Include
59-2-195932-1-1	adult	http://vocab.nerc.ac.uk/collection/S11/current/S1116/	lifeStage	Include
59-2-195932-1-2	male	http://vocab.nerc.ac.uk/collection/S10/current/S103/	sex	Include
59-2-195932-1-2	adult	http://vocab.nerc.ac.uk/collection/S11/current/S1116/	lifeStage	Include
59-2-195932-1-3	indeterminate	http://vocab.nerc.ac.uk/collection/S10/current/S105/	sex	Include
59-2-195932-1-3	adult	http://vocab.nerc.ac.uk/collection/S11/current/S1116/	lifeStage	Include
59-2-195932-2-1	female	http://vocab.nerc.ac.uk/collection/S10/current/S105/	sex	Include
59-2-195932-2-1	juvenile	http://vocab.nerc.ac.uk/collection/S11/current/S1127/	lifeStage	Include
59-2-195932-2-2	male	http://vocab.nerc.ac.uk/collection/S10/current/S103/	sex	Include
59-2-195932-2-2	juvenile	http://vocab.nerc.ac.uk/collection/S11/current/S1127/	lifeStage	Include
59-2-195932-2-3	indeterminate	http://vocab.nerc.ac.uk/collection/S10/current/S105/	sex	Include
59-2-195932-2-3	juvenile	http://vocab.nerc.ac.uk/collection/S11/current/S1127/	lifeStage	Include
59-2-195932-3-3	indeterminate	http://vocab.nerc.ac.uk/collection/S10/current/S105/	sex	Include
59-2-195932-3-3	pup	http://vocab.nerc.ac.uk/collection/S11/current/S1157/	lifeStage	Include
59-2-195932-4-3	indeterminate	http://vocab.nerc.ac.uk/collection/S10/current/S105/	sex	Include
59-2-195932-4-3	unknown	http://vocab.nerc.ac.uk/collection/S11/current/S1152/	lifeStage	Include
60-1-344008-1-1	female	http://vocab.nerc.ac.uk/collection/S10/current/S105/	sex	Include
60-1-344008-1-1	adult	http://vocab.nerc.ac.uk/collection/S11/current/S1116/	lifeStage	Include
60-1-344008-1-2	male	http://vocab.nerc.ac.uk/collection/S10/current/S103/	sex	Include
60-1-344008-1-2	adult	http://vocab.nerc.ac.uk/collection/S11/current/S1116/	lifeStage	Include
60-1-344008-1-3	indeterminate	http://vocab.nerc.ac.uk/collection/S10/current/S105/	sex	Include
60-1-344008-1-3	adult	http://vocab.nerc.ac.uk/collection/S11/current/S1116/	lifeStage	Include
60-1-344008-2-1	female	http://vocab.nerc.ac.uk/collection/S10/current/S105/	sex	Include
60-1-344008-2-1	juvenile	http://vocab.nerc.ac.uk/collection/S11/current/S1127/	lifeStage	Include
60-1-344008-2-2	male	http://vocab.nerc.ac.uk/collection/S10/current/S103/	sex	Include
60-1-344008-2-2	juvenile	http://vocab.nerc.ac.uk/collection/S11/current/S1127/	lifeStage	Include
60-1-344008-2-3	indeterminate	http://vocab.nerc.ac.uk/collection/S10/current/S105/	sex	Include
60-1-344008-2-3	juvenile	http://vocab.nerc.ac.uk/collection/S11/current/S1127/	lifeStage	Include
60-1-344008-3-3	indeterminate	http://vocab.nerc.ac.uk/collection/S10/current/S105/	sex	Include
60-1-344008-3-3	pup	http://vocab.nerc.ac.uk/collection/S11/current/S1157/	lifeStage	Include
60-1-344008-4-3	indeterminate	http://vocab.nerc.ac.uk/collection/S10/current/S105/	sex	Include
60-1-344008-4-3	unknown	http://vocab.nerc.ac.uk/collection/S11/current/S1152/	lifeStage	Include
60-1-231413-1-1	female	http://vocab.nerc.ac.uk/collection/S10/current/S105/	sex	Include
60-1-231413-1-1	adult	http://vocab.nerc.ac.uk/collection/S11/current/S1116/	lifeStage	Include
60-1-231413-1-2	male	http://vocab.nerc.ac.uk/collection/S10/current/S103/	sex	Include
60-1-231413-1-2	adult	http://vocab.nerc.ac.uk/collection/S11/current/S1116/	lifeStage	Include
60-1-231413-1-3	indeterminate	http://vocab.nerc.ac.uk/collection/S10/current/S105/	sex	Include
60-1-231413-1-3	adult	http://vocab.nerc.ac.uk/collection/S11/current/S1116/	lifeStage	Include
60-1-231413-2-1	female	http://vocab.nerc.ac.uk/collection/S10/current/S105/	sex	Include
60-1-231413-2-1	juvenile	http://vocab.nerc.ac.uk/collection/S11/current/S1127/	lifeStage	Include
60-1-231413-2-2	male	http://vocab.nerc.ac.uk/collection/S10/current/S103/	sex	Include
60-1-231413-2-2	juvenile	http://vocab.nerc.ac.uk/collection/S11/current/S1127/	lifeStage	Include
60-1-231413-2-3	indeterminate	http://vocab.nerc.ac.uk/collection/S10/current/S105/	sex	Include
60-1-231413-2-3	juvenile	http://vocab.nerc.ac.uk/collection/S11/current/S1127/	lifeStage	Include
60-1-231413-3-3	indeterminate	http://vocab.nerc.ac.uk/collection/S10/current/S105/	sex	Include
60-1-231413-3-3	pup	http://vocab.nerc.ac.uk/collection/S11/current/S1157/	lifeStage	Include
60-1-231413-4-3	indeterminate	http://vocab.nerc.ac.uk/collection/S10/current/S105/	sex	Include
60-1-231413-4-3	unknown	http://vocab.nerc.ac.uk/collection/S11/current/S1152/	lifeStage	Include
60-1-231417-1-1	female	http://vocab.nerc.ac.uk/collection/S10/current/S105/	sex	Include
60-1-231417-1-1	adult	http://vocab.nerc.ac.uk/collection/S11/current/S1116/	lifeStage	Include
60-1-231417-1-2	male	http://vocab.nerc.ac.uk/collection/S10/current/S103/	sex	Include
60-1-231417-1-2	adult	http://vocab.nerc.ac.uk/collection/S11/current/S1116/	lifeStage	Include
60-1-231417-1-3	indeterminate	http://vocab.nerc.ac.uk/collection/S10/current/S105/	sex	Include
60-1-231417-1-3	adult	http://vocab.nerc.ac.uk/collection/S11/current/S1116/	lifeStage	Include
60-1-231417-2-1	female	http://vocab.nerc.ac.uk/collection/S10/current/S105/	sex	Include
60-1-231417-2-1	juvenile	http://vocab.nerc.ac.uk/collection/S11/current/S1127/	lifeStage	Include
60-1-231417-2-2	male	http://vocab.nerc.ac.uk/collection/S10/current/S103/	sex	Include
60-1-231417-2-2	juvenile	http://vocab.nerc.ac.uk/collection/S11/current/S1127/	lifeStage	Include
60-1-231417-2-3	indeterminate	http://vocab.nerc.ac.uk/collection/S10/current/S105/	sex	Include
60-1-231417-2-3	juvenile	http://vocab.nerc.ac.uk/collection/S11/current/S1127/	lifeStage	Include
60-1-231417-3-3	indeterminate	http://vocab.nerc.ac.uk/collection/S10/current/S105/	sex	Include
60-1-231417-3-3	pup	http://vocab.nerc.ac.uk/collection/S11/current/S1157/	lifeStage	Include
60-1-231417-4-3	indeterminate	http://vocab.nerc.ac.uk/collection/S10/current/S105/	sex	Include
60-1-231417-4-3	unknown	http://vocab.nerc.ac.uk/collection/S11/current/S1152/	lifeStage	Include
60-1-195932-1-1	female	http://vocab.nerc.ac.uk/collection/S10/current/S105/	sex	Include
60-1-195932-1-1	adult	http://vocab.nerc.ac.uk/collection/S11/current/S1116/	lifeStage	Include
